id,name,type,phase,status,state,towns,counties,address,lat,lon,size_acres,capacity_mw,scale,date,lastUpdated,yearOpened,jobsConstruction,jobsLongTerm,jobsTotal,companies,zoningAllowance,landSold,bringingOwnEnergy,approx,locationTbd,moratoriumExempt,info,createdAt,updatedAt,outcome_detail
43,QTS Cedar Rapids,Data Center,approved,,Iowa,Cedar Rapids,Linn County,Big Cedar Industrial Park,41.91132019,-91.73705145,,,0,2025-1,2026-4-15,,,,,QTS,unknown,unknown,unknown,False,True,False,"The QTS Cedar Rapids data center is an approved campus under construction on 612 acres within Alliant Energy's Big Cedar Industrial Center, immediately adjacent to Google's data center site. QTS Data Centers, a Blackstone portfolio company, was confirmed as the developer in a joint City of Cedar Rapids, Alliant Energy, and QTS announcement on February 13, 2025, following the City Council's approval of a development agreement with QTS Cedar Rapids LLC on January 28, 2025; under that agreement QTS will contribute up to $18 million over 20 years to the city's Community Betterment Fund. Initially announced as a minimum $750 million project, it was expanded in August 2025 into a commitment QTS has put at up to $10 billion, with plans for seven data center buildings and a water-free cooling system. Ground was broken on the first building in August 2025, with the first phase expected to be operational in 2026.",2026-03-16T06:56:34.333Z,2026-06-11T05:33:02.282Z,
44,Meta Davenport Data Center,Data Center,approved,,Iowa,Davenport,Scott County,Northwest corner of Hillandale Road and Enterprise Way,41.61625011,-90.62525425,,,0,2024-5,2026-4-15,,,,,Meta,TRUE,TRUE,unknown,False,True,False,"Meta's Davenport data center is an approved two-building campus spanning 328 acres at the northwest corner of Hillandale Road and Enterprise Way. Developed through Meta subsidiary Vemerald LLC, it represents an $800 million investment with about 715,000 square feet of data halls and is expected to create 35 full-time jobs. The Iowa Economic Development Authority approved the project in May 2024, and the Davenport City Council approved a 20-year, 60% property tax exemption valued at about $161 million.",2026-03-16T06:56:34.333Z,2026-06-11T05:33:02.282Z,
45,Project Ruthenium,Data Center,proposed,,Iowa,West Des Moines,Madison County,Veterans Parkway and Southwest 60th Street,41.4982532,-93.80230569,103,,0,2023-11,2026-4-15,,,,,Microsoft,TRUE,TRUE,unknown,False,False,False,"Project Ruthenium is Microsoft's sixth West Des Moines data center, planned on about 103 acres at the southwest corner of Veterans Parkway and Southwest 60th Street. Microsoft acquired the site for roughly $15.4 million, and the West Des Moines City Council approved a development agreement in May 2024. Phase one calls for a 245,000-square-foot building and about $210 million in investment, with the site able to hold up to four buildings and creating about 25 full-time jobs. No tax abatement was provided. The project was first disclosed publicly to the City Council in November 2023.",2026-03-16T06:56:34.333Z,2026-06-11T05:33:02.282Z,
46,Applied Digital Adair,Data Center,proposed,,Iowa,Adair,Adair County,"Adjacent to NextEra substation, 1200 block of Fallow Avenue",41.46792807,-94.61476686,,200,0,2024-4,2026-4-15,,,70,,Applied Digital,unknown,unknown,unknown,True,True,False,"Applied Digital has proposed a roughly 200 MW data center on land adjacent to a NextEra Energy substation in the 1200 block of Fallow Avenue. First reported in April 2024, the plan calls for two roughly 300,000-square-foot buildings on about 200 acres, representing an estimated $1.5 billion investment and 40 to 70 jobs, connected directly to the NextEra/MidAmerican supply. The proposal drew local opposition and discussion of a setback ordinance at county supervisor meetings in April 2024.",2026-03-16T06:56:34.333Z,2026-06-11T05:33:02.282Z,
47,Edged Energy Des Moines,Data Center,construction,,Iowa,Ankeny,Polk County,9100 SE Four Mile Drive,41.65752558,-93.56339512,17.5,13,0,2025-3,2026-4-15,,,22,,Edged Energy,TRUE,TRUE,unknown,False,False,False,"Edged Des Moines is a multi-tenant data center under construction on a 17.5-acre site at 9100 SE Four Mile Drive. Built by Edged, a subsidiary of Endeavour, the roughly 105,000-square-foot facility will deliver 13.2 MW using a closed-loop waterless cooling system, representing a $187 million investment and creating 22 jobs. The Ankeny City Council approved a development agreement including a five-year TIF package not to exceed $2 million. Edged announced the project in March 2025, broke ground in May 2025, topped out in August 2025, and expects to be operational by the end of 2026.",2026-03-16T06:56:34.333Z,2026-06-11T05:33:02.282Z,
48,Project Morgan,Data Center,expansion,,Iowa,Waukee,Dallas County,2995 W Hickman Rd,41.62032029,-93.92530162,2000,,0,2017-8,2026-4-15,2024,,50,,Apple,unknown,unknown,unknown,False,True,False,"Project Morgan is Apple's roughly 2000-acre data center campus at 2995 W Hickman Road. Announced in August 2017 by Apple CEO Tim Cook and Gov. Kim Reynolds as a $1.3-1.375 billion facility expected to create about 50 permanent jobs, the project was repeatedly delayed before its first building opened in November 2024. Apple's plan envisions up to six data center buildings totaling nearly 1.9 million square feet at full build-out. The company received more than $213 million in incentives, including roughly $194 million from Waukee and $20 million from the state.",2026-03-16T06:56:34.333Z,2026-06-11T05:33:02.282Z,
49,Google Council Bluffs,Data Center,expansion,,Iowa,Council Bluffs,Pottawattamie County,1430 Veterans Memorial Highway,41.22148817,-95.86488585,,,0,2024,2026-4-15,,,,,Google,TRUE,TRUE,unknown,False,True,False,"Google's Council Bluffs operation is one of Google's longest-running U.S. data centers and now spans two campuses. \n The first facility, near Lake Manawa, began operations in 2009, and the second campus, known as Southlands, opened in 2013. The original campus is at 1430 Veterans Memorial Highway, while the larger Southlands campus is at 10420 Bunge Avenue. Plans were first announced in 2007, with further expansions announced in 2012, 2015, 2023, and 2024. \n In July 2024 Google pledged another roughly $1 billion expansion for two new buildings, bringing the site to just under 3 million square feet and more than $6 billion invested, along with $1.3 million toward Missouri River valley water-preservation efforts.  \n Then, on May 30, 2025, Google announced an additional $7 billion investment across Iowa over two years, split between a new Cedar Rapids campus and a further expansion of the Council Bluffs facility's cloud and AI infrastructure, atop the ~$6.8 billion already invested in the state. Google states it has now invested more than $20 billion in Iowa since 2007.",2026-03-16T06:56:34.333Z,2026-06-11T05:33:02.282Z,
50,Tract Altoona,Data Center,proposed,,Iowa,Altoona,Polk County,Between NE 62nd Avenue and NE 70th Avenue,41.68257893,-93.53199351,453,,0,2025-4,2026-6-1,,,,,Tract,TRUE,TRUE,unknown,False,False,False,"Tract is developing a data center park on a 453-acre, fully entitled site between NE 62nd Avenue and NE 70th Avenue. The developer (via IALCO Polk County LLC) assembled the land in 2025 across three purchases totaling over 500 acres for roughly $20 million, including about $10 million for a ~270-acre parcel, on a site positioned on existing 345kV transmission lines and planned to support over 1 GW of capacity. The Altoona City Council approved annexation and rezoning from agricultural to limited industrial, with 80 acres reserved for future development. Reports of Tract targeting Altoona surfaced in spring 2025, with a formal acquisition announcement in September 2025.",2026-03-16T06:56:34.333Z,2026-06-11T05:33:02.282Z,
51,COPT Defense Properties Data Center,Data Center,proposed,,Iowa,Van Meter,Dallas County,East of Richland Road and north of 360th Street,41.51929011,-93.9429512,365,1000,1000,2024-10,2026-4-15,,,,,COPT Defense Properties,TRUE,TRUE,TRUE,True,True,False,"COPT Defense Properties (formerly Corporate Office Properties Trust) acquired a 365-acre parcel in Van Meter, east of Richland Road and north of 360th Street, in late September 2024 for $32 million, announced in October 2024, to expand its data center shell program into the Des Moines market. The site is zoned for data center development and initially planned for about 3.3 million square feet across up to 15 buildings, supported by an estimated 1 gigawatt of power and two substations. The company has indicated the site is intended for an unknown cloud computing tenant and plans to self-fund development in phases.",2026-03-16T06:56:34.333Z,2026-06-11T05:33:02.282Z,
52,Project Alluvion,Data Center,operational,,Iowa,West Des Moines,Polk County,550 SE White Crane Road,41.51672672,-93.70504356,,,0,2014,2026-4-15,,,,,Microsoft,TRUE,TRUE,unknown,False,False,False,"Project Alluvion is an operational Microsoft data center campus at 550 SE White Crane Road, north of Iowa Highway 5. Announced in April 2014 as a roughly $1.13 billion investment, it was Microsoft's second West Des Moines data center and spans about 127 acres with eight buildings totaling more than 900,000 square feet. The project initially brought about 84 jobs.",2026-03-16T06:56:34.333Z,2026-06-11T05:33:02.282Z,
53,Project Ginger West,Data Center,construction,,Iowa,West Des Moines,Dallas County,11100 Booneville Road,41.53290683,-93.86352515,,,0,2021,2026-4-15,,,,,Microsoft; Turner Constuction,TRUE,TRUE,unknown,False,False,False,"Project Ginger West is a Microsoft data center campus under construction at 11100 Booneville Road. Microsoft gained approval for the first two buildings in 2021 and is developing a site planned to total about 1.8 million square feet at an estimated $1 billion investment, with Turner Construction as general contractor. The first building came online in 2023, with full construction estimated for completion by 2028.",2026-03-16T06:56:34.333Z,2026-06-11T05:33:02.282Z,
54,Project Ginger East,Data Center,construction,,Iowa,West Des Moines,Polk County,1475 SE Maffitt Lake Road,41.51556698,-93.72156694,,,0,2022,2026-4-15,,,,,Microsoft; Weitz Construction,TRUE,TRUE,unknown,False,False,False,"Project Ginger East is a Microsoft data center campus under construction at 1475 SE Maffitt Lake Road, east of Veterans Parkway near Microsoft's Alluvion campus. The campus is planned to hold up to five buildings totaling about 1.8 million square feet at an estimated $1 billion investment, with the Weitz Company as general contractor. Building permits were issued in 2024, with construction estimated for completion by 2028.",2026-03-16T06:56:34.333Z,2026-06-11T05:33:02.282Z,
55,Project Osmium,Data Center,operational,,Iowa,West Des Moines,Warren County,5855 SW Kerry Street,41.49719516,-93.78764456,200,,0,2016,2026-4-15,,,,,Microsoft,TRUE,TRUE,unknown,False,False,False,"Project Osmium is an operational Microsoft data center campus at 5855 SW Kerry Street, primarily in Warren County, but also with a portion in Madison County. Announced in July 2016 and described at the time as Microsoft's largest U.S. data center deployment, the campus spans roughly 200 acres with a planned total investment of $1.5-2 billion and an estimated 1.7 million square feet across five planned buildings. As of 2024, four buildings were complete with the fifth under construction.",2026-03-16T06:56:34.333Z,2026-06-11T05:33:02.282Z,
56,PowerHouse Louisville,Data Center,construction,,Kentucky,Louisville,Jefferson County,Campground Road,38.2078029,-85.84407511,154,525,0,2025,2026-2-9,,,,,PowerHouse Data Centers,TRUE,TRUE,unknown,True,True,False,PowerHouse Data Centers and Poe Companies are constructing a ~150-acre hyperscale data center campus on Campground Road.,2026-03-16T06:56:34.333Z,2026-06-23T20:28:15.495Z,
57,Project Lincoln,Data Center,proposed,,Kentucky,La Grange,Oldham County,Sauerbeck Drive-in theater site,38.39322445,-85.40823914,267,,0,2025-03,2026-3-1,,,,,Western Hospitality Partners,TRUE,TRUE,unknown,False,True,False,"Western Hospitality Partners originally proposed a $6 billion hyperscale data center campus on 267 acres of agriculturally zoned land outside La Grange. However, as of june 2025, the developer withdrew the proposal and instead submitted a new application for a smaller industrial-zoned site ~3.5 miles away. The new proposal site is located next to the Bluegrass Generating Station.",2026-03-16T06:56:34.333Z,2026-05-21T06:12:19.501Z,
