rank_score,row_key,verification_status,outlet,headline,suggested_mechanism,suggested_county,suggested_state,location_confidence,existing_coverage,resolved_url,resolved_domain,resolve_status,promote_ready,redirect_url
5.0,7115e2233b,headline_only,KSDK,St. Charles city council approves moratorium on data center construction,moratorium,St. Charles,,low,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMi4wFBVV95cUxPZDVLNEFtWFNNTGtxWnNoYWtHQ2N4UElCWV9TdUZiUklVT2NFNGI0eXdTVTNjNEJzbXlQTnZ2LWp4OHNUOEFDb0p5cUc5cnF1N2dmNF92bEhQWENzdXhZR2txREx3RU1sY2YwWkU3X0VnbzJnaG55bGdyeWpLNHVVbENlOTcwdWVqX2lvWlREc0pCTkxPaVpRWFYyNnVzeGlFaWtNb3JfaTg4OUdWOTVoQ1dzYVREc2JRQ2taYlFTRHB6QkJiRl9TclN1eTFNZ2FNZlNfblQwcVVhakdNTUFHUTlxRQ?oc=5
5.0,b0dba51eb6,headline_only,Law.com,Veto of Maine Data Center Moratorium Bill Carries Lessons for Developers,moratorium; legislation,,ME,state_only,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMitwFBVV95cUxPYzBfS3dTNVFqTTBLRTVrdDBDc3BiWDJ1bzdxYUlGYkUyZjFkZ1hsUzNYWFdXbE8yWG9Eb2JXT3pQc0lLeTdpNnVReTZMZHh5dGs3aEFYQkVrSkxSazlWRkZ1ZmhxMzNpMDloOWlpZkozcWlCUDRVRF9RaG0tR09hWkZBellEWXplQXhqU1daZmRWWFo4Q3hMLVkydmlrYkhFMF96bXpWU0lDU05PUTI0TVp1cE1PUWs?oc=5
5.0,9ecc1de895,headline_only,Lawrence Journal-World,Lawrence City Commission interested in a moratorium on data center development,moratorium,Lawrence,,low,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMi0wFBVV95cUxOdnQ0X29zbThaWGozYVVteTl0OFBfeWg3S1lvQmpuNkIzSnF2SzkwZWdYRzVVZm5fRHd3dGFGZlAxcmNZRnhmbGdpZU5lMmlheVVSWThtSzZLUVRuQ2hxaTYwSzJ4LWJ0bzRuaWE0WnZRVjFFdEIwSlBrSm9GN1JYLWwzSmpGM3BEdDV2V2lwOHkyV0FTOTlzMlNjVlgzWmpOMmhMdDU1NktWVEFIaXFIY0VWYjNfR2xlUW80VUZPbGFpbGdJaVdmVWNKQlN5Q2JrWG04?oc=5
5.0,e5e9c2c033,headline_only,Local 3 News,Data center opposition: Walker Co. plans to extend moratorium to February,moratorium,Walker,,low,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMi8AFBVV95cUxQMnY3b1JZYUVHVDhQZ3lCclZLREVPWnQ3UkZ6Tk5JZkFkeVFkYmxVb3YxN05HWFpfb3I5TGY2WE5CMFpQX3pjMGxYYzdCeVVNb3E0cjl5c3VSMGlBQU5VS1U2QUdPd1BmMVBFZ3FCeVJHQnNjcmZXb2poY1NNdjRudklFNFUtX3JWOGcxR2kxM0VmaEVRVGlTUUtFenliR3NETkxXWGxHaXNQRDlhZW1HV01valRpcmNjdUx3Uk1jaEN1cEVZWFNkUXp1bHdvZVkwam1ERm9VSDczaWpONTFTeTA5QTdSVXQwUmU3czIxTjA?oc=5
5.0,dfc5787467,headline_only,MLive.com,Allen Park residents push for data center moratorium amid growing opposition,moratorium,Allen,,low,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMiwgFBVV95cUxPczlpMDgyNzdSblQzYnpPS0RzSVVHdFZTa3NBb2V0NDlNaEZJWkx1Vll6UWVUNWpfcXpudWd6dkxUX0xIeE40dlR1OEVPckpVNFI1V1dPMi1mZTdRWHNWZF9ZNUNsVENmWmV1UWlkM2Rack12bWpKRzBnZ0QwZWhCX1dUcjlaVFhiNUxLUlhDaDRQMVVxYXBDeDZSWDBybUZ2ZWFlblh0c0dQVDFOSS1sOF9kLURRRENENl9uS1BkSndaQdIB1gFBVV95cUxNbFdmWUZ2RE8taV8wazlOMlhVSmJ1bVVLV1ZjUnJLdGkyMS1lLXhNbFhiRUxHcHl2ZzJmeW55VlE2c0hTUGpFZlJSOVFuVV9CUXpOeWt4UklPRTRBb2ctd2ViUy1QeHo3UGFGM0NxdTlJb1R1WDhfaERUNE1RZk1iNUI0S2h3M3pSX2Rfam50bjRQbllrYXdoRE56Vktsa0JKT3pUVGRRSEptcV9ScjRVY2c0VFpmSkZYWG1hV1RTbGotWnA4NlFyamtWNFd5eEZHa3Q5NVlR?oc=5
5.0,3f72c694e4,headline_only,Moody on the Market,Lincoln Township approves data center moratorium,moratorium,Lincoln,,low,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMiigFBVV95cUxPWTVfMV9GcW1ienkzNzBtQVZueHVFTDRqR01YemJraW9MNk1la3oySG5vTWxMMXdSTGV3eWRMeVdjZ1M0SmxDaG11X2l5QVlpNWhJYW5WdklDMnhENnlqd1RyZ0R4NlNGTUV1eWlDVlp0WGI0SGdVNzV5WXBsWF9maUpTYUpqcTc5ZlE?oc=5
5.0,38e0163c4e,headline_only,Planet Detroit,Data center news: Warren weighs data center moratorium after storm exposes grid strain,moratorium,Warren,,low,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMihAFBVV95cUxNVVczWFItUThOS0hoS2Iwc1l5cG02OXlSMllORVJPVEJFTEIzMThwX0E1S3Z6NXN1SlJ2SERTbk9UYlpKbTUxc2ExeUVYQmI2VFNlVmljUHBXUVhOZ3J0Mk5sTlI1MlY4bVFiNDZIcERaTWoydHhkdFZWZVpXcFc4WG9sZEg?oc=5
5.0,5fdd37d327,headline_only,Southgate News Herald,Allen Park imposes data center moratorium,moratorium,Allen,,low,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQQ2R4ZWdTam94SDJjTzMweDgyYnhVeFBRQmtoR3ZLNkNSWldMWWdKMmdpZFJMT08zYng5dWVVTFJIWm5TLUNHWkwyMUdsMDlXQmg1TGVIMlU2S2VReWxBQ1NDeVI3R25aZEV2ZGh3Z3ZpODVGNDAzSFk1a0YxNGhYR1p0bVhtLTNwd2Jr?oc=5
5.0,22710f8c47,headline_only,The Charlotte Post,Data center moratorium fever grows across North Carolina,moratorium,,NC,state_only,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMiugFBVV95cUxPSjFPcDBvd2g4NjNvR29NclJRM0Q5VUVleVdnOXRNaGpYY0NzWkRvWk5Qc0hvT2dtUVFSMnhrajMyTk55bnhOYWVfcXRJcm51Q2g1ZUhDcTlVZ2sxVVhNZlZJWG8wY29pOVNxa3F0Z1FXQllXU1hFbXdTb08tVGxCOGJHZ3BoeHVaTEV6eGtjUlZwNWtKaTFZUkE2TVR4d3dNZVZwUGVLWWJtTlozcE9nRU8wQndOREJ0MEE?oc=5
5.0,95430f330c,headline_only,The Cool Down,Missouri county unanimously approves 6-month moratorium on big data centers as residents demand tougher limits,moratorium,,MO,state_only,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMinwFBVV95cUxQX0JXTTVOLVFZYVNOQVRrbWtSOVlJSmdzaFF3bi1wLU56WloxU0tzR3hDdFV0VzhqeEFRenNZeS1ERUNmNU0zMGcyVXFNeHBWTmd0OVlkNnVJUkx4Um1yb1Z4LTk4bmJaT3J1ZFozZ2xYSkR4cHpJOE1VaDJVUjNFQ3BZSzBDS2lNeWtHTEtqcDl2WVoyZ1hzMXNZcm5YQkk?oc=5
5.0,5383b94414,headline_only,The Salt Lake Tribune,"Kevin O’Leary-backed data center is still coming for this Utah county, even after its commissioners passed a moratorium",moratorium,,UT,state_only,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMic0FVX3lxTE01ekJSeTZuSy1uZ29JUTdIbWs5b0VRZ1hqZmJ0TjE2QnVSaGU5WVhJNjNaczdRVm5DVXNwdmtMYmdRXzRnQ1hzYVhhUGFPUjhSTVBMTlFGZERxRk1JWU1XMnpXY09UMHVTRm1LdkNJdU54YTA?oc=5
5.0,2cce8123cb,headline_only,WAFF,Morgan Co. approves moratorium on proposed bitcoin mining data center,moratorium,Morgan,,low,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMinwFBVV95cUxQTDRxNFhZa1E1TGg3ZkNPbmFMWkNNeWE5MFlDSTNjeEhhWmdzeERyRzVIaTdMX1VpUF9mOGdLZUZPeG5pRERka0s2Qnhsak1HZ3pNUlk0eEg4SEF4WkN5RGdXYmM4UjI1MFFWQ1VhNTBqOHVIOVdXS2pNSGIyTUFZRDl4Ym9qR1UtRkJ6UllHcFdDdGU2VDFTcFJmdW9DakHSAbMBQVVfeXFMTXRaSkNzd1lpY280d0p3b1VzQTVNOHlQU09KaVBGamVQdGlYenhydDdvUWRmUTJiZ0lKRWFkTC1vVGZKcGdfc1RCVUFyRjAyNldqZmd2Wi1ILWxTcmFsbHFxSDZTa2RFM1NzYjZETjhPN0pnczdGRmN4ODVUV2pQcnJoUUhndmZYSDZBLVBWM01Ib01qcWdCUzdxN0pITm01UER2UzZ5emxwb1Nnd2ppSzI2RjA?oc=5
5.0,3d36a97d28,headline_only,WBAY,Brown County committee declines action on data center moratorium,moratorium,Brown,,low,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMimwFBVV95cUxQMkxJdjNBTWRpUlVtRjU1b3pGVXZiaFVTVWdPYmFMdTM4cGduLXM0RG5sb2tCbDljcmNRa1AxcGFFckZJeXZsWlJCSlcyUDJWTGN5azI4aDd1cGVPQ3lVMklfcVBLSXUtU0ZrLTdhQTlJN3ZJeE43b3VQMXF0TkxwYnJ5M0lrRGlHM3B6QzV2ZndXX3VEanpFUGF5SdIBrwFBVV95cUxNRTBxT1JoSnRGd1N1blhCdldOVlN2OS1QZU51eDlaLVFvclNNTzZCSXBVY3FQSGZodmg2TFJWS1FVMGFUQUhMaHpleUpyNnk1cWt6ODNEMENJaVE2Q1BCT1JTUVdtaWxfclljNkxPN3lWWjVPUnR2VWdwSEYyQmgyT0tnS290dkVoR0lzdEJIcEE0YnE2Z3AyY2pWR2Y2aVFWVXNFYXBFUUJvNDE0c1JZ?oc=5
5.0,24159a6bef,headline_only,WHAS11,Nelson County officials oppose hyper-scale data centers as residents call for moratorium,moratorium,Nelson,,low,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMi9wFBVV95cUxPWWpnSVhwalZPaEJtRXE0LWQ3MWNQT2JJRmt6b19TUmhidzdPX1gzbHNyWk5Pc0poaUdmcWNSUU5oazczdmduck9xT0RCbWJEUHBrS3RralZWaFlDa1JlVnh2UlIxQ2xnLWxTNW9tTGg1Z1RpaDg3MlFXWXU4WmxmTUJDMVg1bnI1bkRLMmhZV3l1M21CbHAxTmZFd0UtY1lSUFM3aDBMZkF5R2p4UUw5Z1kwMHJLUU9pQ0V1eDk2ZG9BYVdId2s5SWQyRUd0NFpwYVBRdjlsdnBkV2stS2FwVzVma1hvcS1mbWZTVTZ6QzVSa1NqQWd3?oc=5
5.0,312a42121d,headline_only,WPR,Superior joins growing number of Wisconsin communities to pass data center moratorium,moratorium,,WI,state_only,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMirwFBVV95cUxQOS1aeUlqYVNIaVpmcHVOWTFGUGpKR2prNUNSWFFsXzdUTlNSczA4NGMxR2pfbmVISVBOQWFoMnZfT1NHNm5mZ0xyYjRRdzMwVmx4SXJ1M0RPNmtQS3pzeXo3ajk1ZEhmaG1fa1VudXRfTm9icFpSOHZ1Wmh3ZXY1dGo2ZkZDRFFFVkw4dzN6STh3cG1RajF2UVIzZWpadEJudXpDYW9vQVdsMGVvLXF3?oc=5
5.0,0eb2c407fb,headline_only,WSJM,Lincoln Township Trustees agree to moratorium on data centers,moratorium,Lincoln,,low,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMimgFBVV95cUxPQ29YVnkxdWp2b1g0NnV3WmRRUEZYMk9yNjNLZDlwMURLcklyVkpXMy1xUE1iTld2TU1yNjNPa2VtNk1LY3NTUmVXMU5GQkJiSXNNZFJGVmVpUlBYeXA0d0xEMUVJdEl3SDE3MHczSHY2MmlqLXN0UllyMzZYaW1UMzRrTkw2Vk5fRktDRVFhbXF6cnRwOVMzc2ZR?oc=5
5.0,1497e8c1f8,headline_only,WZTV,Gallatin delays decision on proposed data center moratorium for further review,moratorium,Gallatin,,low,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMihgNBVV95cUxPVjBjVFNocUtwSlUyTnRyeEx6d195UzI3UTFJUWpsNm5lTnJfLVdkR2JoQjFsYTlzZkFKSUswOTJRTnNYX0duMHlXank4Q0c3R2JtS244ZGNBX2xQcFlRclhVY0FHbmMyb0Vfb0NnYmhWTjdNT2tKMG9YSUN5bXE2ZnU1SUlkT0h1MFA2b29jMGRadFdYQ2oyWHpEU085S2FSTVJQMzNFRHk3a0hWMWRlQXpVcXN3d1VhMWhSX2dsYWR1N0RvMTBUa0ZrMWRvc0NmdGE1bzduSjJPRnpQcmQ4Y1RrSFN5eGpVaVVKc0d6OG9tcU40MFB5b3RvdnhiZ3VuMkpZZE9ZWFJMX2MtZE9uRkdnX3ZybTlqVElxSGdiYW5LVHhFZ0RHVDEzeG5sQVVvX2NYSXVEcF9oc1RTMHhNa3VMcDJVSkI0UElRcWJ6cXNzaWE2a09zZEJ1U3MxZktlaWQ3TkowbW9UajlsSDZhbEd5UE1DWHdvVngxSUZKdVpib29oX2c?oc=5
5.0,9a963c15ef,headline_only,mypanhandle.com,"Residents oppose AI data center in Holmes County, prompting temporary moratorium",moratorium,Holmes,,low,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMi1AFBVV95cUxQUURKNnU5NGlQMmxMa2NweVd5SnRrbU9WRFd6T2NsY193X0tWRXFXZkZhdEFNVkJVVHBCLXh6dlVFRzFuRF9IWEl6c0d0NE5jblJ5Q0Nad21lOWY5Q1VVa3RCS2Z3TTk3QWZpUkU0TThnVkhfSnhpVzZ5RTk0LTQyVGprT25OcXVBc2VGQnpGSlVNQ1ZQQXFJMndHVk4yYnlkd3RMcUp3djU1YjdtRWczRDFJSTdFbTBGNExIYUU2cWpSYWE2bVBfUzV3MU5jZXFZdjBMQdIB2gFBVV95cUxPVlVLTWVzZERjXy1xVU1laXdaWDNQVGZwYzVVaUZ1SHRTOWQtZk5MLXhCdXhiQTFPTUVsNHJMY2pieHVCbHp4ZjZzY1hVTW44aDd6QjQ4SzFLU3F2OXBMb2lLLXVXQXlySWFwRFhTWTBJV0t0MExRNTZMVzE4UFhtNnVmRmNXUzdjT21ZeWg5bHY1X2Rna1Y2dFdGMzFyVGlUa0RsSUNHVDlfUFZYVk9PVnl5eGpYQnVFaXp3Q1NVY210RlNnSVVyTVoyODQ3Rkh0LUxPVDlWeGJuZw?oc=5
5.0,0c98c07ec8,headline_only,thenewsherald.com,Allen Park imposes data center moratorium,moratorium,Allen,,low,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQQ2R4ZWdTam94SDJjTzMweDgyYnhVeFBRQmtoR3ZLNkNSWldMWWdKMmdpZFJMT08zYng5dWVVTFJIWm5TLUNHWkwyMUdsMDlXQmg1TGVIMlU2S2VReWxBQ1NDeVI3R25aZEV2ZGh3Z3ZpODVGNDAzSFk1a0YxNGhYR1p0bVhtLTNwd2Jr?oc=5
5.0,d5abe315cf,headline_only,whas11.com,Nelson County residents oppose data centers; proposes moratorium,moratorium,Nelson,,low,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMi3AFBVV95cUxOaDRxU18tTW9VcEJRMVhINTlKR0JqWF9HRk95Y2M5eEVUTXh5aWR1bVJNZ3NHcnF4RWZOUEU4a25PV1V5S3pFQ2R6TTFoUDI1eFFCdEJMSmFIbHJvNEg4eXFVRjF5MlpyZjFuUTdEcHh5b0s0SXpUR1F1TFppSHBPNThLbmFxdUxFUDJsRGZLYTVwUXVpbnBOQnd5MHhzZ00yaVpzRmthMjktTWxYdm1nWmR6WEdlMzdhdW84RmRPRXlIUG9sd1c0bmdVeHhKMWEzbGhyOVExMnM4WVRZ?oc=5
4.5,66ee4903ee,headline_only,ABC4 Utah,"‘Your descendants will curse you’: Residents say Box Elder data center moratorium insufficient, oppose Stratos Project",moratorium,Box Elder,UT,medium,possible_duplicate,,,not_attempted,no,https://news.google.com/rss/articles/CBMimgFBVV95cUxPWnNNV2tPVXpXYjNnQzUxdnhJQVRvRmZ2MGhBSzBfbWhSUnBORTI5dkxUT2ZLQXU2WHVOTzIyT3dpOU14ZVN2TENNMkJMdWtfTWNNU1JOOXlSVUpRS09pVGM5M01VNFdnYmR2OW10UE1uSC1QTEI2ajZxSUxaOVh3MWItUTNuTW1Xbm9yV21oOC10RkpzTTFNOXFn0gGfAUFVX3lxTFBZM1BhdUl5R2NPblRFX2pqeWxMNTNmMm9LX19uZnZmWld1RmV4cGNBbVN0aFBsbkFxVTJnenVqR2tFaVI5UzBPRWc2UU01QXNlS2FKMFZDOG1rQWZHMl9WR2tManlEanA4YjFYdUhmbGRFdkJnTnliYmIzRHdkLXVsYWdKcDZsdjg1ZzhTdHBodUxEQ3FoWTZ2R0xZTEtxbw?oc=5
4.5,9780192940,headline_only,AOL.com,Hochul risks Trump’s fury as she signs nation’s first data center moratorium,moratorium,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMie0FVX3lxTE9jOVlQTkQ3TXdwOUdxaXpqeGFkTnVrWWtvekhDZ29Va3RIVUtONGN4ZS05US00WTl1T3AxRkxEZWwtMEdIY0dveDRwWlJwY2g1YWllZkljNmtnZDRUaUF5MlI0WjQ3YTJ2VG1QYnQ4c1JySnJRWEh5SXJmYw?oc=5
4.5,8097a376bd,headline_only,Albuquerque Journal,Socorro County approves 1-year moratorium on data centers,moratorium,Socorro,NM,medium,possible_duplicate,,,not_attempted,no,https://news.google.com/rss/articles/CBMipAFBVV95cUxQakpMOXdpeVNKVHpwcFNjX1ZIUVRYMldzRUdOY0dhM3o5V3k1bk5PZDdnamJXZFVHZUZBMDdVVWpKMnpwdV9kUDJpQm4zRHNMRlJrVFNUeUg3YkZPc2d4ZjRzRWJOcEFGVFAtSzVUZFhmZWNDVTJqelRJb0gwUjRuV2RlR3ZDOHh6dGRMdlVCZ0ltUmN4MnpOTDdMVGVGX1c3T2pqYQ?oc=5
4.5,98e0221128,headline_only,Albuquerque Journal,Socorro County approves data center moratorium amid opposition,moratorium,Socorro,NM,medium,possible_duplicate,,,not_attempted,no,https://news.google.com/rss/articles/CBMipAFBVV95cUxQakpMOXdpeVNKVHpwcFNjX1ZIUVRYMldzRUdOY0dhM3o5V3k1bk5PZDdnamJXZFVHZUZBMDdVVWpKMnpwdV9kUDJpQm4zRHNMRlJrVFNUeUg3YkZPc2d4ZjRzRWJOcEFGVFAtSzVUZFhmZWNDVTJqelRJb0gwUjRuV2RlR3ZDOHh6dGRMdlVCZ0ltUmN4MnpOTDdMVGVGX1c3T2pqYQ?oc=5
4.5,0f6f62512e,headline_only,Axios,The City-County Council passed a data center moratorium. Here's what's next.,moratorium,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMiwgFBVV95cUxQaVJVLW0yOF9QSmFNcEF0SW1BU0tGS05IOF9NSjhQX01ROTdySE1CcU9fX2Y2Zk5TRkxRcC1GQmVJaUlaNTI2UHZrRElWM0dkSkRwQWtkOHNIemhYcWVFUlJEdmZTUGpPMkYyZVk2c3RMeEhKQ0FDWDJUYVptVFd2aGlMUEt1YlAwU1owVVJEZ1gteUtULTFjWi16eWpuMGhHMzdXZ1VES3h2aVo2dlk5SEx6QnZVMDRmR1BZeVVEWU1mdw?oc=5
4.5,5962063b58,headline_only,Bisnow,Data Center Moratorium On Gov. Hochul's Desk Puts Dozens Of Projects In Crosshairs,moratorium,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMivgFBVV95cUxNMHJ4TlZOcklTTWxqSDJ1WVBzdlFDSXhDaDliellWdVZWVHpsT1BOTkc3WnJSRWh3RWZJN0Y0WlJNRWJmcHM4MXZMeE51bFlEN2pKd2Z4Y1N6NmktQ3RVNmZWQlg0a1JFZEhaX1RESjQybGQtWFBsOGR3amNDVUN0dU83Skg0OGlMdDE5c1FiOXlpd0ZITUxjQmRQcU9vLTRsZ0cyM3JRWVd2czgzRDloMzlFWVFqcmZLVjUwSnBB?oc=5
4.5,53fd6a5325,headline_only,Black Westchester,East Fishkill Town Board Approves Three-Year Moratorium on Data Centers Following Community Opposition,moratorium,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMizAFBVV95cUxPeTZqOG5FM3lpT09BbTZoMXRKMUdRb3hnME40OWlfbE01dWhKMzlyWGEtMHdTc24wcTFORm1wblpDamhJQzM3bnVIVEl1NDk1V3ZrRjNEVTN6LVotRmpxN2VOZmt4MGtWY0FnWWZqZklQd2kwZ1BjdGhhUXliTGh4Znlfb0t2eWxIV3Q1NHVMTjh1TFFzSXl3UjMwWldrckRyWThQWVUxOTRZLUVuTXV6VER3NnR0U2FmZ2JUMjdHdk5vMFA3eUlyeEtkZEg?oc=5
4.5,a3b11b5f84,headline_only,Bloomberg Government News,Top Democrat’s Call for Data Center Moratorium Stokes Opposition,moratorium,Stokes,NC,medium,possible_duplicate,,,not_attempted,no,https://news.google.com/rss/articles/CBMisAFBVV95cUxNYkFpZTNBemdOSTljbmR2VVd5YjgtVUhvWlFtTHpHMEFlbS0wM3hQd0NmZjFEaVJ5ZjgyU0IxX1JfTlRLcDNnM18tcTFIcXpRaDBmdmRsLWJoZlhRbzU2SjB6c2hzRUZid3ZJOUhJaGIyRVJTVnJiNzNwMllHcTh0RmZwNXNINkFBcnpNXzN5bThfeHhHaWFzajMyWVUzVlZ5ZUV3cy1OM2R5b3dFZ0JQaA?oc=5
4.5,7f4b072f0e,headline_only,Bluffton Today,Colleton County considers moratorium on data centers,moratorium,Colleton,SC,medium,possible_duplicate,,,not_attempted,no,https://news.google.com/rss/articles/CBMizAFBVV95cUxOMDVIWnJUWWU4UEpQV1MzYlB1LUxxVzIwZEswSmtIQW1MeGNkeV91V01vSEVYY3d1cUdQNEpjOHpWQ2pveUFEa0U5LWR6RktLWUJSVGxBNm5Db3QzTUJrWnVfWkhqakswVFB1RzNfSlZLbktqelF1U2JVWnIzOTJsWnd1MTY1cGxxS1JzMzF2UDZENVQwcUZWdjN5aVRWVVM2cFU0T0ROWFRQQTFRLV9mYkViY0FTZHk3bmVNSlZtYUM2RTNtUUJYMlBUUUI?oc=5
4.5,67f43d9b48,headline_only,Bowling Green Daily News,"Data center regulations in Cave City voted down, council supports moratorium",moratorium,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMisAFBVV95cUxQOTJhbWNwNGFaS3ZCZHctVl9KZC1jSVlmUUg4c3hqM1YwOEFnVzRfN1JHQ0NTMVdfUVBnQkFTeWUtRlNHX3FEQXhjQWMtR2g2dERPLUFWTVJSelM0NjFTU1FOMDBpLU9HOXVKVFhDaTlWOU5DLU1uQTVvd3dUZkctTjUzWDVseDV3bHNkeERYMmoxenh0ZjIxdXlranZTMWw5NXVhbUltQ1lMY0ZWYWlYYQ?oc=5
4.5,a78b5221b5,headline_only,Broadband Breakfast,Pallone Backs National Moratorium on AI Data Centers,moratorium,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMijAFBVV95cUxORkpESVhHbHY5dU1YZjhJV0dnRVVrYkJaclZveUw1dVBIbzFMQUlSdWt1TUNuRHBhX3JCZDVBMEhGTzFGR3Q2UmRScDNDMFAzSWhBcnlwRFJDaTNVcnd6QnVqRTVqZUsxV3NocXRnUW1jTUpMczBmaXhfNGg1aTZPeFhUQ1UyQ3p4VVRVeA?oc=5
4.5,8bf9edce80,headline_only,Carolina Public Press,Data center moratorium fever for NC local governments,moratorium,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMimAFBVV95cUxQNlNSdEw1NlNFa2NjNFdERUpVRTR3NzI0bEVlQ29NRThsSmpKaWp0OFBkb2VaYnpxbjh1WWp4ZFFGdmI4RzBhdmNQdllISWhTcVFfQ1pwSlF2UWVFLTYtcmhraFhHSEZVT3ZtNURReWlDOWNQQ2syMzluTWNzUDJWclFVMl83QTREamp3YzBFWTJxMTFWLXpjZA?oc=5
4.5,06f2fc4ed5,headline_only,Cecil Daily,Federalsburg council considering moratorium on data centers,moratorium,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMi0AFBVV95cUxPcjliOWdxSEZsWWw2bHhYQU1kSkpxNjhBUF9nbFI5anQxLUs3UmdvdXZVQVVFdXB2bjhGRWdzV2pPNDhkdUNtV1UwTWF5OTBEQ1J2Mmk1dGM1NGt4V21NVmtjZmpFVmFxWENqY1pZeFZFOENkTG9SMmNRMFdGdUE3VDU4SFNuTnlZcHpLcEp5azBPdEV1S3dZNVZvZGpCUURNTVR3ak5ENFJPazV6YVNYNGpEXzVueHJ3TGxkSmkzRUxDbkNOWnQtUGE0ZjFXODk0?oc=5
4.5,6743ac6147,headline_only,Chattanooga Times Free Press,"Nashville greenlights data center regulations, permit moratorium",moratorium,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMimgFBVV95cUxPblcxajAxcnhEZ3lldVpsRmZkUC0xb3huWnI1N1FTaFpwMEdlaFgyV0t5MGoxbTZPcUtxSXd4V0puY0xKbjh2NWFzVWpQT0l3MUh6S2FTLXAwM2xjbDdGcG9EOFNlaTdncTJMc0VWX2RXT0U3aUo3UDlwaVA2ZVFKMTltS1NGVkp4YkliNHNhY1V2YUVLcnVYa0dn?oc=5
4.5,27b795ec28,headline_only,Citizen Portal AI,Board signals opposition to data centers; trustees discuss moratorium and ban,moratorium,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMigAJBVV95cUxNNUVmU0FrTGlqVXpRSmM0N2NHTzN0c3VEVlBtYlozaldHQ2NsN0NSanhmZEg2OFdpY3hmbEI4NE5iSjJaaFJMV2s4QkxQbFl6bnM2eVFpcVVRcjA4dEIwbjYzZ3dTYzRGeTlRZ0tXZmxLd2o1aW9OQk96VzNKcjFOWkQzb1hwQ01kYjdsanFZM3lpaHU0V2dRS0NhMmhGY1N4LTlFSzZyYzhXZG5HekNobHBXM2J4YmI1eE5WUjFReVhQQ0lRYmtlbU9tTmtRV1VrWnJzeTBlN0Z3T1ZTU3dfRW11WFRMQlJYT3cwWnNXZXg5aTlFbEx1b2hJMC0xWWp2?oc=5
4.5,f42e6168ef,headline_only,CityView NC,3 Commissioners Back Data Center Moratorium As Public Opposition Intensifies,moratorium,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMisgFBVV95cUxQcGlpSEswNkxlUEtRNktoUTVVbzdIVTR5cHNibnM5Wjgta3lkTlRZYmZYZFZMX3N6TVZHbFc0SWpRN3g5OElpbkxGMENCV2hOQWN3X1ZfcVdkajhwaHBQMUc4NG8tNnFzVDY2WWY4S3dXeElLMmhUX3RGSEd4aHRCZmFheUZwZU9lN1l2S01vdHdPVHhPWFA2RFc1WWVzeUdQZldmMXNteDFxd05rWUhRXzJ3?oc=5
4.5,c7c9884b81,headline_only,CityView NC,Fayetteville Approves 4-Month Delay for Data Center Moratorium,moratorium,,,none,none_found,,,not_attempted,no,https://news.google.com/rss/articles/CBMirwFBVV95cUxOOC1kamlnSmE5MWVFUk1Zd3MwWm1YYzBFUDBPLUp5NGFaUWNHbTJnZnBGSS1WTlJQMDRCdklER2VqaTVOeTNTY0lGVmJrOTh3WFRjX2EyZEd0SUI3Z3N6VVNJVVZZWWxVSENOdmRWblNDcGhrd3hUbWZBbi11NV8xcXpvS3djeUhkcXlQTDRQRFg4SkdmRENkLTMxNUtwNTlRVXkya2FwVm1xMWJiVGlN?oc=5
